id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6087777,Sah Apart Hotel 1,31594177,Necati,,Fatih,41.00506,28.97494,Entire home/apt,405,2,55,2020-03-16,0.81,3,365
6095751,* Sultans Inn Hotel Million thanks for 1000reviews,21907588,Alihan,,Fatih,41.00316,28.97436,Hotel room,109,1,153,2020-11-15,2.23,67,365
6095936,Comfort Quadruple  Room,22553766,Erenler,,Fatih,41.01365,28.9788,Private room,591,1,3,2018-08-19,0.10,10,365
6097022,Sah Apart Hotel 2,31594177,Necati,,Fatih,41.00696,28.97296,Entire home/apt,363,2,73,2020-03-17,1.06,3,365
6098438,Mini Loft at Ada Homes,29529367,Müzeyyen,,Beyoglu,41.03323,28.98057,Entire home/apt,203,1,191,2020-12-16,2.77,16,351
6099281,Room in Mecidiyeköy District,7570218,Deniz Dursun,,Sisli,41.07003,29.0024,Private room,120,1,0,,,1,365
6110696,Nex to the kariye museum big room.,31707060,Mehmet,,Sancaktepe,41.00758,29.2395,Private room,140,1,0,,,1,365
6110739,Sah Apart Hotel 3,31594177,Necati,,Fatih,41.00589,28.97413,Entire home/apt,361,2,100,2020-01-05,1.45,3,365
6111675,Room in a very nice location,23540085,Mostapha,,Besiktas,41.05158,29.00824,Shared room,112,1,0,,,1,365
6113548,Taksim Elisyım redidans 2+1 18,23323077,Cihan,,Sisli,41.04322,28.98365,Entire home/apt,553,2,2,2019-10-26,0.05,11,365
6127922,Kadikoyde 1 oda,31746948,Beyza,,Kadikoy,40.9805,29.0553,Private room,534,1,0,,,1,0
6131696,Private Room center of KADIKOY,31809986,Saim,,Kadikoy,40.98633,29.0309,Private room,91,2,0,,,1,352
6138683,A wooden flat in Ortaköy,7146256,A.Eren,,Besiktas,41.05106,29.02667,Entire home/apt,300,2,3,2018-10-27,0.05,2,358
6139522,kiralik daire,31812655,Şengül,,Kadikoy,40.98764,29.02785,Entire home/apt,472,1,0,,,1,0
6143612,DOUBLE ROOM IN BLUEMOSQUE OLDCITY,26747463,Ali,,Fatih,41.00284,28.97018,Private room,200,1,71,2020-10-15,1.03,3,365
6148486,Single-detached house with garden- Levent,9232970,Gizem,,Besiktas,41.07674,29.0422,Entire home/apt,2330,2,2,2015-10-11,0.03,1,365
6153915,2 bedroom apt.,14193026,Atılgan,,Kadikoy,40.97844,29.06822,Private room,111,2,0,,,1,365
6161018,Comfortable Room in a Stylish House,30516240,Tecella,,Beylikduzu,40.96479,28.61978,Private room,730,2,0,,,1,0
6166159,available room in the city center,31989370,Ceren,,Sisli,41.05513,28.99209,Private room,136,1,0,,,1,0
6181491,Pretty room close to the center,26716608,Bahar,,Kadikoy,40.98699,29.08102,Private room,150,2,0,,,1,364
6183419,Economic room in perfect place,29262788,Yusuf Emre,,Kagithane,41.0828,28.99859,Private room,70,1,0,,,1,364
6185529,COZY SPACIOUS ROOM,16813774,Mesut,,Besiktas,41.04582,28.99915,Private room,263,1,4,2017-10-29,0.06,1,365
6186388,Cozy Room LAVENDER @ Kaboom Guest House,1806816,Kaboom Guest House,,Beyoglu,41.03566,28.97258,Private room,91,2,7,2020-09-18,0.10,8,348
6191355,Bright and comfy apt in Besiktas,2736859,Gülce,,Besiktas,41.04653,29.01198,Entire home/apt,491,3,24,2020-09-21,0.42,1,355
6193571,Cozy Flat at the center of Taksim,3826894,Luna,,Beyoglu,41.03618,28.98517,Entire home/apt,455,3,19,2020-01-04,0.29,1,59
6193871,Historic flat in center of the city,11516697,Fevzi,,Sisli,41.04388,28.98557,Entire home/apt,1116,1,0,,,1,365
6197279,"Beautiful Flat in Downtown, Taksim",21594773,Deniz,,Sisli,41.04222,28.98065,Private room,409,1,6,2016-01-08,0.09,7,365
6197289,istanbul tarihi mekana yakın,32137022,Sehmus,,Fatih,41.00921,28.97872,Private room,200,1,0,,,1,0
6202408,Fatih Apart 2,2231981,Adar,,Fatih,41.01458,28.95682,Private room,227,2,3,2018-10-28,0.04,13,365
6203496,ŞEHRİN MERKEZİ SEVİMLİ SYÜDYO DAİRE,2951165,Şermin,,Sisli,41.04989,28.98691,Entire home/apt,454,1,0,,,2,365
6207018,Central Apartment with Sea View,32180071,Erhan,,Beyoglu,41.03206,28.97102,Entire home/apt,568,5,119,2020-11-29,2.31,4,0
6207367,Carina Park Suites & Residance #1,24787952,Onur Salih,,Sisli,41.05527,28.99189,Entire home/apt,245,1,13,2020-08-04,0.20,8,364
6214138,"Tranquil apartment in Nişantaşı,istanbul",32221868,Ilhan,,Besiktas,41.04632,28.99775,Entire home/apt,409,1,15,2019-10-14,0.22,1,365
6214719,Welcome your home :),32226242,Pinar,,Fatih,41.01044,28.93892,Private room,8000,1,1,2017-03-18,0.02,1,364
6215996,Wonderful bosphorus view,2467584,Muhammed,,Besiktas,41.05492,29.00524,Entire home/apt,744,3,0,,,1,362
6217173,historical central apartment,4164658,Garen,,Beyoglu,41.03676,28.97615,Entire home/apt,363,1,57,2020-10-19,0.84,4,339
6218631,** Super Sea view room  Sultanahmet **,21907588,Alihan,,Fatih,41.00274,28.97417,Hotel room,292,1,2,2019-02-22,0.03,67,363
6218705,** The best location and hospitality!,21907588,Alihan,,Fatih,41.00262,28.97413,Hotel room,240,1,251,2020-12-06,3.72,67,365
6218765,** Stay in Economy Room,21907588,Alihan,,Fatih,41.00274,28.97414,Hotel room,90,1,15,2021-01-03,0.22,67,365
6218862,** Stay here and explore Istanbul,21907588,Alihan,,Fatih,41.00273,28.97416,Hotel room,127,1,37,2019-08-18,0.54,67,365
6219067,** Walking Distance to Blue Mosque Private Room,21907588,Alihan,,Fatih,41.00276,28.97415,Hotel room,94,1,41,2020-08-15,0.60,67,363
6219146,Cozy Room ALMOND @ Kaboom Guest House,1806816,Kaboom Guest House,,Beyoglu,41.03449,28.97167,Private room,91,2,1,2020-09-28,0.30,8,0
6219261,** Private Room 5 minutes walking to Blue Mosque,21907588,Alihan,,Fatih,41.00275,28.97415,Hotel room,91,1,4,2018-01-01,0.10,67,365
6219282,Cozy Single Room @ Kaboom Guesthouse,1806816,Kaboom Guest House,,Beyoglu,41.03436,28.97283,Private room,82,2,10,2020-10-13,0.15,8,1
6221520,"10 min to metro Lovely Garden Flat, Istanbul Oasis",810759,Tuna,,Uskudar,41.0173,29.06942,Entire home/apt,480,90,35,2020-11-01,0.51,2,278
6235805,room housemate in kadıköy/acıbadem,32363834,Yasemin,,Kadikoy,40.99783,29.04182,Private room,850,1,0,,,1,365
6240206,A warm little home in Istanbul,32391374,Mehmet,,Umraniye,41.0099,29.17806,Private room,90,1,0,,,1,1
6241986,3 bedrooms & bathrooms in İstanbul,9695575,Rasim,,Fatih,41.03221,28.9482,Private room,432,2,0,,,8,359
6242500,VoyagerHouse near Taksim square Private bedroom,32406596,Shahrzad,,Sisli,41.04484,28.97956,Private room,223,1,78,2018-08-02,1.13,3,0
6242962,Carina Park Suites & Residance #2,24787952,Onur Salih,,Sisli,41.05539,28.99178,Entire home/apt,354,1,13,2020-09-04,0.21,8,365
6243276,modern decoration in Taksim 3,10986257,Damon,,Sisli,41.04378,28.98475,Entire home/apt,1226,5,0,,,3,365
6247930,At the heart of Sile- Istanbul,22635461,Tümay,,Sile,41.17834,29.61185,Entire home/apt,305,1,67,2020-11-09,0.98,3,365
6255028,Bright and charming in Galata,1366111,Julia & Tarkan,,Beyoglu,41.02567,28.97205,Entire home/apt,577,2,55,2020-12-12,0.98,13,361
6256194,"1 room, 1 livingroom, close to sqr.",13240439,Ozan,,Beyoglu,41.03009,28.98071,Entire home/apt,318,5,10,2019-01-01,0.16,1,173
6259138,Charming Luxurious Double Room,21416466,Ayşe,,Besiktas,41.04548,29.00677,Private room,372,1,0,,,2,365
6259477,apartment in cihangir,12186636,Esra,,Beyoglu,41.03465,28.98641,Entire home/apt,472,1,20,2019-10-14,0.30,4,365
6263779,Fatih Avrupa,32551756,Ferhat,,Fatih,41.00341,28.93547,Private room,140,1,0,,,1,0
6265054,Selimiye / Üsküdar,32558542,Tuna,,Uskudar,41.00969,29.01289,Entire home/apt,409,3,0,,,1,0
6265781,3+1 luxury flat with large rooms central of Taksim,32561992,Tevfik,,Sisli,41.04292,28.98529,Entire home/apt,518,4,1,2019-10-22,0.07,2,0
6266286,ISTANBUL Bomonty Residence,32564422,Pascarella,,Sisli,41.05678,28.97355,Entire home/apt,724,1,0,,,1,0
6266430,"",32565414,Goker,,Beyoglu,41.03387,28.98355,Private room,243,2,25,2019-12-28,0.68,1,318
6271383,"Bright, Spacious Home in Kadiköy",32405246,Sinef Gönül,,Kadikoy,40.99453,29.02855,Private room,147,1,6,2016-09-06,0.09,1,364
6280610,Very chick flat in European side,32172626,Selen,,Besiktas,41.06432,29.01991,Entire home/apt,593,3,12,2020-02-21,0.18,1,365
6282918,i love meeting new people,32659470,Rani,,Beyoglu,41.03413,28.98757,Shared room,295,1,0,,,1,0
6296969,Room in Kadıköy close to the Sea,32743182,Gülden,,Kadikoy,40.99475,29.02671,Private room,182,6,1,2015-09-30,0.02,1,365
6297050,Near to tunnel-roof house,10971355,Mehmet,,Sisli,41.0564,28.97234,Entire home/apt,564,1,6,2015-10-26,0.09,1,0
6297401,Clean and safe as your own home,32746213,Hanife,,Bayrampasa,41.04175,28.89948,Entire home/apt,160,7,22,2020-02-16,0.33,2,362
6307932,Roni s Apartment in Cihangir,32766141,Roni,,Beyoglu,41.0341,28.98626,Private room,482,2,0,,,1,89
6310347,Spacious Penthouse in City Center,32826607,Erman,,Sisli,41.05378,28.98435,Entire home/apt,1257,1,1,2017-08-19,0.02,2,365
6311574,taksim istanbul apart pelesenk street 1+1 flat,10147889,Halil,,Beyoglu,41.03841,28.98162,Entire home/apt,390,1,1,2018-10-29,0.04,20,365
6315544,The house is 4+2 and dublex.,32857301,Mert,,Maltepe,40.95145,29.12519,Private room,454,7,0,,,1,365
6329461,"Ayroom,room option #3",23569542,Emrah,,Fatih,41.00469,28.97525,Private room,227,2,41,2020-02-03,0.62,4,365
6331506,Sakin ve huzur dolu bir mekan,32957480,Fatih,,Eyup,41.16086,28.91584,Private room,100,2,1,2015-10-09,0.02,1,0
6340198,Comfortable room in kadikoy,33016913,Görkem,,Kadikoy,40.98773,29.02595,Private room,373,3,0,,,1,364
6341256,Apartment for rent in Cıhangır,32860771,Ramazan,,Beyoglu,41.03363,28.98586,Entire home/apt,1186,1,0,,,1,365
6345205,Room Near Subway 4. Levent,12751973,Baris,,Kagithane,41.08559,29.00283,Private room,195,1,0,,,1,364
6345295,Sweet home in ŞİŞLİ,31788834,Gökçe,,Sisli,41.06135,28.98054,Entire home/apt,303,3,3,2015-08-15,0.04,1,365
6345672,A cosy neighborhood in Moda/Kadikoy,3402164,Semih,,Kadikoy,40.98361,29.02988,Private room,118,1,0,,,1,365
6346438,"Comfortable, Clean, Safe, Cherry, Central",30380706,Simge,,Kagithane,41.08872,29.00202,Private room,211,15,0,,,1,362
6352576,My home have bosphoros view :),33095041,Ferdi,,Uskudar,41.03156,29.06017,Private room,100,1,0,,,2,365
6352727,Sea view - Double or Twin Room,33095724,Hazım,,Fatih,41.00676,28.96977,Private room,136,1,72,2020-12-14,1.06,3,363
6365174,Great Location 05,15384533,Nida,,Beyoglu,41.03753,28.97592,Entire home/apt,227,2,29,2020-10-31,0.43,11,361
6365965,Your Home Away From Home in Taksim,33174017,Ata,,Beyoglu,41.03819,28.98248,Entire home/apt,558,1,2,2017-09-18,0.03,7,364
6369681,"PalmiyeSuit Daily,Weekly Flats (Günlük,Haftalık)",33123771,Palmiye Suit,,Bakirkoy,40.9784,28.87547,Entire home/apt,180,1,0,,,2,1
6370809,200 m2 Great Apartment 3+1 in Şişli,33198319,Elizabet,,Sisli,41.05761,28.99012,Entire home/apt,1363,1,0,,,1,364
6374248,Taksim Jumba Apt Single Room,24551553,Pinar,,Beyoglu,41.03159,28.98157,Private room,240,1,28,2019-07-14,0.41,7,365
6379964,Stylish Studio flat in Taksim,33174017,Ata,,Beyoglu,41.03876,28.98178,Entire home/apt,521,1,5,2016-07-24,0.08,7,1
6380723,Great Location & Cozy Private Room,33260855,Serkan,,Besiktas,41.04737,28.99907,Private room,227,2,0,,,1,364
6380935,deluxe 4 kişilik oda,33262091,Blue İstanbul,,Fatih,41.00506,28.95513,Hotel room,455,1,0,,,6,365
6381000,VİLLA B,33262091,Blue İstanbul,,Fatih,41.00468,28.95438,Hotel room,908,2,4,2018-07-28,0.09,6,365
6383284,Kurtuluş Feriköy Prv. Room,33273357,Yusuf,,Sisli,41.04896,28.98067,Private room,147,1,0,,,1,0
6383915,"60m2 , Sea view furnished room",22635461,Tümay,,Sile,41.17826,29.61185,Entire home/apt,305,1,27,2020-11-05,0.40,3,365
6384639,Comfy room of huge flat in Moda Kadıköy,33280149,Çağrı,,Kadikoy,40.985,29.02947,Private room,78,2,3,2020-09-30,0.25,1,62
6388215,Spacious bedroom in the heart of Istanbul,28667368,Reyan,,Fatih,41.00612,28.97611,Private room,516,1,1,2018-02-27,0.03,1,365
6390178,The room at the heart of  İstanbul,29638290,Seyhan,,Sisli,41.05261,28.98462,Private room,354,1,0,,,1,364
6390423,Room for 4 Person,33315708,Siddik,,Fatih,41.00591,28.96707,Private room,900,1,0,,,3,365
6390530,Standard Triple Room,33315708,Siddik,,Fatih,41.00523,28.96763,Private room,809,1,0,,,3,1
6390576,Standard Double Room,33315708,Siddik,,Fatih,41.00563,28.96768,Private room,591,1,0,,,3,365
6396412,Ottoman Opulence in the Heart of Istanbul 1.Floor,6540040,Barbaros,,Fatih,41.00393,28.96623,Entire home/apt,258,2,17,2020-09-21,0.49,17,1
6396593,Eastern Escape in the Heart of Istanbul 2.Floor,6540040,Barbaros,,Fatih,41.0055,28.96555,Entire home/apt,273,2,50,2020-10-11,0.79,17,0
6396705,Ottoman Opulence in the Heart of Istanbul 3.Floor,6540040,Barbaros,,Fatih,41.00383,28.96539,Entire home/apt,277,2,84,2020-11-12,1.29,17,363
6396768,Ottoman Opulence in the Heart of Istanbul 4.Floor,6540040,Barbaros,,Fatih,41.00592,28.96616,Entire home/apt,442,2,79,2020-10-25,1.25,17,365
6397173,NiceFamily Room Pashas Souterrain 0,6540040,Barbaros,,Fatih,41.00304,28.97059,Entire home/apt,118,2,39,2020-10-30,0.61,17,365
6397391,Pettite Apartment Pashas Souterrain 1,6540040,Barbaros,,Fatih,41.00408,28.97052,Entire home/apt,134,2,53,2020-09-19,0.84,17,1
6414039,"Stunning Views, Roof terrace, Galata.",1768269,Robin,,Beyoglu,41.02453,28.97423,Entire home/apt,364,3,122,2020-12-21,2.06,1,349
6418475,"Safran Flats / Family Suite, Sleeps up to 4 people",33449337,Yilmaz,,Fatih,41.00548,28.97238,Private room,864,1,3,2020-02-02,0.24,2,365
6418918,Taksim Beyoglu,25310974,Recep,,Sisli,41.07016,28.9935,Private room,299,1,0,,,2,89
6421991,Topkapi Apt. -Flat 1 (Budget basement family Room),33505256,Yusuf,,Fatih,41.0053,28.97235,Entire home/apt,500,1,2,2016-03-20,0.03,6,365
6422060,Sunshine | Blue Sea Concept (SeaViewTerraceSuite),11635163,Güner-Berivan,,Beyoglu,41.03555,28.97318,Entire home/apt,163,2,75,2020-12-13,1.17,40,357
6422253,Topkapi Apt. - Flat 2,33505256,Yusuf,,Fatih,41.00489,28.97366,Entire home/apt,575,1,23,2018-08-19,0.34,6,365
6422366,Topkapi Apt.  - Flat 3,33505256,Yusuf,,Fatih,41.00316,28.9712,Entire home/apt,636,1,36,2020-01-15,0.53,6,364
6422709,Topkapi Apt. - Flat 4,33505256,Yusuf,,Fatih,41.00367,28.9737,Entire home/apt,500,1,4,2019-09-23,0.06,6,365
6424683,Superior Suites With Sea View,33522908,Taşkın,,Beyoglu,41.02601,28.96902,Private room,227,1,3,2018-10-22,0.05,5,1
6424709,Room with Patio,33522908,Taşkın,,Beyoglu,41.026,28.96903,Private room,209,1,12,2020-04-03,0.18,5,365
6426986,a flat feels like just a yellow lemon tree,22894249,EmrE,,Beyoglu,41.03108,28.9778,Entire home/apt,155,2,3,2020-09-08,0.71,1,84
6440426,Bioclean Charming apartment by Galata Tower4,14214082,Monica,,Beyoglu,41.02624,28.97354,Entire home/apt,347,2,46,2020-11-13,0.67,11,365
6442064,hartje istanbul/Nisantasi,33634036,Dilek,,Sisli,41.05432,28.99074,Private room,263,1,0,,,1,364
6447205,Your cute home in Istanbul(forwoman),33656195,Elif,,Bakirkoy,40.99009,28.86495,Private room,134,1,8,2019-10-25,0.15,1,90
6456169,ARSENAL HOTEL 3 people room,33716417,Seyit,,Fatih,41.00877,28.9764,Hotel room,362,1,1,2015-07-02,0.01,2,365
6460685,Penthouse Room at Sultanahmet,33633665,Onur,,Fatih,41.00225,28.97499,Private room,900,1,21,2020-12-07,0.31,11,365
6462577,Taksim - Aynalıçeşme,20051566,Onur,,Beyoglu,41.03612,28.97134,Entire home/apt,221,1,0,,,2,0
6462944,Clean and Cozy Apartment in Taksim,33751022,Tayfun & Yakup,,Beyoglu,41.03458,28.97379,Entire home/apt,429,2,0,,,1,76
6463166,Sehrin tam merkezinde 1+1 daire,33752703,Cihan,,Fatih,41.01497,28.94256,Entire home/apt,669,1,0,,,1,365
6467799,İSTANBULUN KALBİ AKSARAYDA EŞYALI KİRALIK DAİRE,14756136,Aydoğan,,Fatih,41.01186,28.95051,Entire home/apt,892,5,0,,,1,363
6470704,A new experience at Beşiktaş.,33062953,Kerem,,Besiktas,41.04344,28.99973,Entire home/apt,245,3,45,2020-11-13,0.72,3,364
6472784,High ceiling center located,10326765,Mehmet,,Beyoglu,41.04088,28.98272,Entire home/apt,229,2,191,2020-12-06,2.92,11,365
6473223,Family Room in Central Old Town,33633665,Onur,,Fatih,41.00952,28.97733,Private room,717,1,2,2019-04-23,0.03,11,365
6474048,Triple Room  With Balcony - Grand Bazaar Area,33104525,Yavuz,,Fatih,41.00501,28.96649,Entire home/apt,300,1,172,2020-12-14,2.68,8,358
6483048,Beautiful home in Istanbul,15409940,Huseyin,,Sisli,41.06295,29.0008,Entire home/apt,320,2,6,2018-10-27,0.09,7,364
6485067,Cozy&Church Terrace Room in Beyoglu,13528987,Evrim,,Beyoglu,41.03211,28.97697,Entire home/apt,189,1,45,2020-12-11,0.66,11,1
6485132,deluxe 3 kişilik oda,33262091,Blue İstanbul,,Fatih,41.00544,28.95556,Hotel room,408,1,0,,,6,0
6486122,Flat for Families and Friend groups,7515449,Fuat,,Beyoglu,41.03908,28.98319,Private room,1045,1,0,,,8,363
6486384,"",7515449,Fuat,,Beyoglu,41.03884,28.98193,Private room,636,1,0,,,8,0
6486388,Comfortable&Stylish Room in Beyoglu,13528987,Evrim,,Beyoglu,41.03202,28.9772,Entire home/apt,173,1,26,2020-11-02,0.43,11,365
6486593,Cozy&Stylish Room in Beyoglu,13528987,Evrim,,Beyoglu,41.03207,28.97703,Entire home/apt,165,1,25,2020-11-14,0.40,11,364
6486702,Cozy&Stylish Room in Beyoglu,13528987,Evrim,,Beyoglu,41.03207,28.97701,Entire home/apt,145,1,52,2020-10-06,0.85,11,364
6487111,Sultanahmet Flat 1 Bedroom Luxury,9370827,Alp,,Fatih,41.00603,28.96852,Entire home/apt,709,1,3,2015-10-20,0.05,7,365
6491572,Şile'de Havuzlu Butik Sitede Villa,33926335,Kerem Emin,,Sile,41.15803,29.59084,Entire home/apt,443,15,5,2019-09-14,0.16,1,363
6496091,WONDEFUL ROOF,33062953,Kerem,,Besiktas,41.04382,29.00074,Entire home/apt,318,3,31,2020-11-14,0.48,3,170
6497194,A Room in Şişli For Two,31582457,Mişel,,Sisli,41.06413,28.98604,Private room,273,1,0,,,2,365
6498217,Room for Female,33966638,Dilek,,Sisli,41.06489,28.99782,Private room,300,4,0,,,1,364
6498797,Sunny Room in Central Kadıköy,10774883,Serdar,,Kadikoy,40.99001,29.02545,Private room,200,1,1,2016-11-19,0.02,2,181
6502930,"Prestigious seafront location, Moda",33989707,Hilal,,Kadikoy,40.97944,29.02471,Entire home/apt,409,1,2,2019-06-30,0.09,1,185
6504476,My spare room @Tarlabaşı,20697381,Gumus,,Beyoglu,41.03756,28.97761,Private room,127,4,1,2016-09-14,0.02,3,337
6505055,imperialoldcity,34003354,Ali,,Fatih,41.01726,28.95894,Private room,318,1,0,,,1,364
6512813,Lovely room near Bosphorus campus,31785090,Basak,,Besiktas,41.08189,29.03342,Private room,182,1,1,2015-11-21,0.02,1,363
6513172,İSTANBUL \ KADİKOY / ROOM/ YELDEĞİRMENİ / CENTER,34054000,Ahmet,,Kadikoy,40.99409,29.02572,Private room,70,3,3,2015-08-25,0.04,1,0
6513613,Beautiful flat in Besiktas/Istanbul,34056815,Ceren,,Besiktas,41.0492,29.00166,Entire home/apt,663,1,0,,,1,0
6513776,Bright Room with Balcony,21356690,Tekin,,Kadikoy,40.99578,29.02667,Private room,99,10,2,2018-10-14,0.03,2,215
6515134,"Private Room in Cihangir, Beyoglu",34066405,Jessica,,Beyoglu,41.02887,28.98071,Private room,273,1,2,2015-06-23,0.03,1,1
6518239,Private room in the city center,34059351,Orçun,,Besiktas,41.04681,29.00348,Private room,145,2,76,2020-11-10,1.15,1,0
6519960,Spacious Penthouse In City Central,32826607,Erman,,Sisli,41.05181,28.98425,Private room,439,1,1,2015-06-07,0.01,2,1
6522765,Best Offer!!,20778663,Mehmet,,Beyoglu,41.03033,28.98205,Private room,226,1,1,2017-08-09,0.02,1,0
6523491,Private and Peaceful House with a Garden,30722565,Feride,,Sariyer,41.20178,29.02664,Entire home/apt,1557,4,0,,,1,363
6525590,Suites bay Windows- With Sea  View,33522908,Taşkın,,Beyoglu,41.02607,28.96902,Private room,273,1,2,2015-11-27,0.03,5,0
6526072,Balcony Room with Sea View,33522908,Taşkın,,Beyoglu,41.02601,28.96902,Private room,254,1,0,,,5,365
6534803,Cosy Room in Kadıkoy/Easy Reach to F1 Istanbl Park,8612689,Emrahcan,,Kadikoy,40.997,29.03452,Private room,82,1,1,2016-06-18,0.02,1,0
6535193,Heart of Istanbul Center of Beyoglu,5621804,Kerem,,Beyoglu,41.0337,28.98071,Entire home/apt,1000,3,61,2020-03-28,0.91,1,361
6549527,Spectacular view and Bright apartment,34255768,Osman,,Beyoglu,41.03006,28.98006,Entire home/apt,301,1,343,2020-12-27,5.12,1,152
6553104,Taksim oteller bölgesinde,34273162,Lamartine Residance,,Sisli,41.0414,28.98379,Entire home/apt,1817,1,1,2019-04-25,0.05,1,1
6554500,Ragıppasha Apartments Suit Rooms On İstiklal St,34279846,Ali,,Beyoglu,41.03551,28.98232,Private room,900,2,0,,,2,365
6554629,Ragıppasha Apartments Double Rooms On İstiklal St,34279846,Ali,,Beyoglu,41.03636,28.98063,Private room,299,1,0,,,2,0
6557814,5minutes walk from public transport,34296038,Nesrin,,Kadikoy,40.99619,29.02914,Entire home/apt,318,1,1,2015-09-18,0.02,1,364
6562891,BLEND RESIDENCE,28084113,Cem,,Beyoglu,41.0251,28.97729,Entire home/apt,896,1,0,,,1,0
6562912,Double room - Heart of İstanbul 2,34330068,Sertaç,,Fatih,41.00453,28.97763,Hotel room,152,1,132,2020-12-18,2.15,18,0
6563201,Old City Sultanahmet Apartment,27218144,Giyasettin,,Fatih,41.00619,28.96841,Entire home/apt,726,1,2,2018-10-26,0.07,3,365
6563369,a nice flat in center of cihangir,34333721,Burcu,,Beyoglu,41.0304,28.98492,Entire home/apt,220,2,2,2020-10-03,0.13,1,0
6563927,Triple room - in Sultanahmet,34330068,Sertaç,,Fatih,41.00387,28.97752,Hotel room,603,1,1,2018-07-31,0.03,18,361
6564097,twin bed room- in Sultanahmet,34330068,Sertaç,,Fatih,41.0033,28.97799,Hotel room,164,1,58,2020-11-20,1.04,18,360
6564287,Semi basement room - in Sultanahmet,34330068,Sertaç,,Fatih,41.00301,28.97832,Hotel room,318,1,3,2019-03-30,0.12,18,290
6565853,İstanbul Amedros home deluxe-1 with garden,11196344,Yüksel,,Fatih,41.00701,28.97196,Entire home/apt,1040,3,49,2020-12-17,0.91,5,1
6566881,İstanbul Amedros home deluxe-2,11196344,Yüksel,,Fatih,41.00725,28.97014,Entire home/apt,649,3,57,2020-11-29,0.91,5,338
6567644,atoll-34,34352335,Ahmet,,Kadikoy,40.99663,29.02636,Private room,119,1,0,,,1,0
